PDB,SET,pK
3gy3,Train,5.63
3gy4,Test,5.1
3gy7,Train,4.52
3h0a,Train,7.48
3h1x,Train,5.89
3h1z,Train,4.66
3h30,Train,4.53
3h52,Train,4.85
3h5b,Train,10.0
3h6z,Train,5.82
3h78,Train,4.24
3h85,Train,5.22
3h89,Train,7.64
3h8b,Train,6.29
3h8c,Train,7.72
3h91,Train,3.73
3h9f,Train,7.92
3h9k,Train,7.85
3hau,Train,6.38
3hav,Train,3.77
3haw,Train,6.0
3hb4,Train,9.05
3hb8,Train,5.12
3hbo,Train,5.09
3hcm,Train,3.3
3hdk,Train,4.76
3hec,Train,4.47
3heg,Train,6.74
3hek,Train,8.27
3hf8,Train,6.51
3hfb,Train,7.52
3hfv,Train,4.87
3hfz,Train,4.89
3hg1,Train,4.74
3hig,Train,7.89
3hii,Train,6.54
3hik,Train,6.35
3hio,Train,6.52
3hit,Train,8.19
3hiv,Train,8.12
3hiw,Train,8.06
3hjo,Train,6.52
3hk1,Train,6.17
3hkn,Train,5.35
3hkq,Train,5.34
3hkt,Train,5.39
3hku,Train,8.3
3hkw,Train,8.64
3hky,Train,7.1
3hl5,Train,4.47
3hl7,Train,7.64
3hl8,Train,4.49
3hll,Train,8.24
3hlo,Train,6.21
3hmo,Train,7.52
3hmp,Train,5.49
3hp9,Train,4.59
3hpt,Train,8.19
3hqh,Train,4.2
3hqr,Train,5.52
3hrf,Train,4.99
3hs4,Train,8.0
3hs8,Train,5.3
3hs9,Train,6.31
3hu1,Train,6.89
3hu2,Train,7.22
3hu3,Train,6.89
3hub,Train,8.09
3huc,Train,5.99
3hv7,Train,7.92
3hv8,Train,6.98
3hvh,Train,8.52
3hvi,Train,8.3
3hvj,Train,8.7
3hvk,Train,8.52
3hww,Train,7.12
3hx3,Train,8.0
3hxi,Train,6.33
3hzk,Train,6.7
3hzm,Train,5.52
3hzv,Train,6.52
3hzy,Train,7.0
3i02,Train,7.52
3i25,Train,8.51
3i3b,Train,2.23
3i4b,Train,8.15
3i4y,Train,7.05
3i51,Train,7.7
3i5r,Train,4.4
3i5z,Train,8.7
3i60,Train,8.7
3i6c,Train,4.92
3i6o,Train,10.35
3i73,Train,5.49
3i7e,Train,10.85
3i8t,Train,3.22
3i9g,Train,8.96
3iae,Train,3.89
3iaf,Train,2.92
3iaw,Train,5.8
3ibi,Train,8.59
3ibl,Train,7.84
3ibn,Train,7.61
3ibu,Train,9.15
3ie3,Train,6.68
3ieo,Train,6.48
3ies,Train,9.92
3iet,Train,6.85
3if7,Train,7.21
3ifl,Train,8.08
3ifo,Train,7.26
3ifp,Train,7.61
3ig1,Train,6.14
3igp,Train,7.02
3iiw,Train,4.44
3iiy,Train,4.8
3ij0,Train,4.88
3ij1,Train,4.7
3ijg,Train,4.27
3ijh,Train,4.0
3ijy,Train,6.04
3ijz,Train,5.22
3ik1,Train,4.85
3ikc,Train,7.46
3ikd,Train,6.75
3ikg,Train,7.24
3ilq,Train,5.21
3imc,Train,2.96
3ime,Train,3.0
3img,Train,2.96
3imy,Train,9.7
3iny,Train,3.66
3io7,Train,7.77
3iob,Train,3.42
3ioc,Train,3.68
3iod,Train,4.1
3ioe,Train,3.27
3iof,Train,5.22
3iog,Train,5.52
3iok,Train,7.96
3ip5,Train,6.22
3ip6,Train,6.6
3ip8,Train,2.28
3ip9,Train,5.62
3ipa,Train,6.22
3iph,Train,7.6
3ipq,Train,7.57
3ips,Train,7.19
3ipu,Train,7.32
3iqg,Train,4.6
3iqh,Train,4.59
3iqi,Train,4.41
3iqj,Train,4.93
3iqq,Train,5.54
3iqu,Train,4.77
3iqv,Train,5.18
3isj,Train,3.68
3iss,Train,6.05
3isw,Train,4.05
3ith,Train,8.1
3iub,Train,4.54
3iuc,Train,5.66
3iue,Train,5.82
3iux,Train,7.6
3ivc,Train,4.12
3ivg,Test,4.3
3ivq,Train,4.12
3ivv,Train,5.43
3ivx,Train,5.74
3iw5,Train,6.08
3iw6,Train,5.48
3iw7,Train,5.64
3iw8,Train,4.87
3iww,Train,7.96
3iwy,Train,7.28
3jdw,Train,3.6
3jpx,Train,3.63
3jq7,Train,5.92
3jq8,Train,4.46
3jq9,Train,6.4
3jqa,Train,4.46
3jqb,Train,6.02
3jqf,Train,4.46
3jqg,Train,4.74
3jrs,Train,4.28
3jrx,Train,9.0
3juk,Train,4.89
3juo,Train,5.07
3jup,Train,5.58
3juq,Train,4.91
3jvk,Train,3.93
3jvr,Test,5.72
3jvs,Test,6.54
3jwq,Train,7.6
3jwr,Train,8.07
3jxw,Train,9.0
3jy0,Train,8.3
3jy9,Train,9.0
3jya,Test,6.89
3jyj,Train,5.74
3jyr,Train,5.54
3jzg,Train,4.4
3jzh,Train,3.4
3jzj,Train,3.61
3jzo,Train,8.52
3k00,Train,5.77
3k02,Train,5.0
3k05,Train,4.85
3k0h,Train,4.6
3k0k,Train,5.43
3k15,Train,4.92
3k16,Train,5.8
3k1j,Train,6.4
3k26,Train,3.4
3k27,Train,4.44
3k2f,Train,7.2
3k37,Train,8.92
3k39,Train,8.08
3k3a,Train,7.08
3k4d,Train,5.11
3k4q,Train,5.34
3k54,Train,9.0
3k5i,Train,4.7
3k5k,Train,7.64
3k5v,Test,6.3
3k5x,Train,6.41
3k8c,Train,2.92
3k8d,Train,5.77
3k8o,Train,11.07
3k8q,Train,11.28
3k97,Train,8.0
3k99,Train,7.22
3ka2,Train,6.62
3kcf,Train,7.46
3kck,Train,9.1
3kd7,Train,3.7
3kdb,Train,9.85
3kdc,Train,9.28
3kdd,Train,8.46
3kdm,Train,7.0
3kej,Train,7.12
3kek,Train,8.36
3kgp,Test,2.57
3kgq,Train,2.3
3kgt,Train,5.51
3kgu,Train,5.92
3kid,Train,3.18
3kiv,Train,4.7
3kjd,Train,8.54
3kku,Train,5.7
3kmc,Train,6.4
3kme,Train,6.14
3kmm,Train,9.7
3kmx,Train,4.82
3kmy,Train,4.49
3kpu,Train,3.16
3kpv,Train,3.74
3kpw,Train,4.85
3kqb,Train,9.3
3kqc,Train,8.66
3kqd,Train,9.4
3kqe,Train,8.09
3kqm,Train,3.77
3kqo,Train,3.85
3kqp,Train,3.42
3kqr,Train,4.43
3kqs,Train,5.2
3kqt,Train,5.34
3kqw,Train,4.01
3kqy,Train,4.82
3kr0,Train,4.7
3kr1,Train,5.74
3kr2,Train,5.14
3kr4,Train,7.6
3kr5,Train,7.89
3kr8,Test,8.1
3ktr,Train,6.15
3kv2,Train,7.32
3kwa,Test,4.08
3kyq,Train,4.22
3kze,Train,3.95
3l08,Train,10.22
3l0v,Train,7.64
3l1n,Train,5.63
3l1s,Train,8.7
3l2y,Train,4.49
3l3l,Train,7.48
3l3m,Train,8.22
3l3n,Train,8.18
3l3q,Train,7.27
3l4t,Train,5.42
3l4u,Train,7.52
3l4v,Train,6.72
3l4w,Train,6.0
3l4x,Train,6.89
3l4y,Train,7.0
3l4z,Train,6.72
3l59,Train,3.7
3l5b,Train,3.91
3l6h,Train,5.4
3l6x,Train,4.4
3l79,Train,2.46
3l7a,Train,4.33
3l7b,Test,2.4
3l7c,Train,2.44
3l7d,Train,2.18
3l7g,Train,3.3
3l81,Train,4.53
3l8s,Train,7.0
3l8x,Train,8.0
3lbj,Train,4.96
3lbk,Train,6.04
3lbl,Train,7.44
3lbz,Train,3.86
3lc3,Train,5.23
3lc5,Train,6.57
3lcu,Train,3.52
3lcv,Train,4.74
3ldp,Train,5.62
3ldq,Train,5.36
3ldw,Train,7.97
3le8,Train,6.07
3le9,Train,8.22
3lea,Train,9.1
3lf0,Train,5.71
3lgl,Train,6.05
3lgp,Train,8.7
3lgs,Train,4.61
3lik,Train,8.72
3lil,Train,8.08
3lir,Train,6.92
3liw,Train,7.6
3ljg,Train,7.73
3ljj,Train,6.52
3ljo,Train,6.62
3ljz,Train,8.14
3lk0,Train,3.16
3lk1,Train,4.26
3lk8,Train,7.71
3lka,Test,2.82
3ll8,Train,6.4
3llm,Train,4.74
3lm1,Train,4.7
3lmk,Train,5.94
3lnj,Train,6.66
3lnz,Train,9.31
3loo,Train,6.07
3lp4,Train,4.88
3lp7,Train,5.44
3lpf,Train,6.68
3lpg,Train,6.16
3lpi,Train,8.52
3lpk,Train,9.1
3lpl,Train,5.62
3lpp,Train,6.22
3lq2,Train,5.22
3lq4,Train,5.22
3lqi,Train,5.16
3lqj,Train,5.37
3lrh,Train,7.35
3luo,Train,6.95
3lvw,Train,2.67
3lxe,Train,6.6
3lxk,Train,9.8
3lxo,Train,4.82
3lzs,Train,10.96
3lzu,Train,10.06
3lzv,Train,10.59
3lzz,Train,3.84
3m17,Train,7.4
3m1k,Train,5.39
3m2u,Train,7.0
3m35,Train,7.22
3m36,Train,9.82
3m37,Train,9.04
3m3c,Train,4.06
3m3e,Train,4.43
3m3o,Train,3.6
3m3r,Train,6.32
3m3x,Train,6.82
3m3z,Train,5.73
3m40,Train,6.77
3m53,Train,5.31
3m54,Train,5.89
3m55,Train,6.21
3m57,Train,5.4
3m58,Train,5.48
3m59,Train,5.24
3m5a,Train,4.96
3m5e,Train,7.37
3m67,Train,6.74
3m6p,Train,8.35
3m6q,Train,7.32
3m6r,Train,7.49
3m89,Train,6.16
3m8t,Train,4.0
3m8u,Train,4.89
3m93,Train,6.62
3m94,Train,5.08
3m96,Train,7.22
3mag,Train,4.07
3mam,Train,4.12
3mbp,Train,6.8
3mct,Train,4.07
3mdz,Train,9.1
3me9,Train,6.3
3mea,Train,6.3
3met,Train,6.0
3meu,Train,6.3
3mf5,Train,5.36
3mfv,Train,2.52
3mfw,Train,3.52
3mg6,Train,7.89
3mhc,Train,7.96
3mhi,Train,6.7
3mhl,Train,7.25
3mhm,Train,7.0
3mho,Train,6.49
3mhw,Train,2.3
3mi2,Train,7.77
3mi3,Train,5.45
3miy,Train,7.68
3mj1,Train,7.82
3mjl,Train,2.44
3mkn,Train,4.12
3ml2,Train,8.05
3ml4,Train,5.33
3ml5,Train,8.52
3mle,Train,5.24
3mmf,Train,7.43
3mn8,Train,6.17
3mna,Train,7.39
3mo2,Train,6.61
3mo5,Train,6.87
3mo8,Train,3.1
3moe,Train,4.3
3mof,Train,3.07
3moh,Train,2.84
3mp1,Train,6.1
3mp6,Train,5.96
3ms9,Train,5.22
3mss,Test,4.66
3mtw,Train,7.04
3muf,Train,6.49
3muk,Train,3.42
3muz,Train,3.46
3mv0,Train,3.85
3mxc,Train,6.54
3mxd,Train,8.83
3mxe,Train,10.01
3mxf,Train,7.31
3mxy,Train,6.41
3myg,Test,10.7
3myq,Train,7.52
3mz6,Train,7.2
3mzc,Train,6.65
3n0h,Train,6.21
3n0n,Train,7.3
3n1c,Train,5.22
3n2c,Train,5.12
3n2e,Train,4.96
3n2p,Train,7.82
3n2u,Train,7.84
3n2v,Train,7.51
3n35,Train,3.37
3n3g,Train,7.24
3n3j,Train,8.48
3n4b,Train,7.02
3n5e,Train,6.82
3n6k,Train,6.74
3n75,Train,7.89
3n76,Test,6.85
3n7a,Test,3.7
3n7h,Train,4.5
3n7o,Train,7.14
3n7r,Train,7.7
3n7s,Train,7.7
3n86,Test,5.64
3n87,Train,4.96
3n8k,Train,4.05
3n8n,Train,4.57
3n9r,Train,7.15
3n9s,Train,5.26
3nal,Train,8.1
3nb5,Train,7.74
3nba,Train,3.41
3ncq,Train,5.36
3ncr,Train,4.11
3nee,Train,5.34
3neo,Train,5.92
3nes,Train,5.62
3new,Train,5.0
3nex,Train,6.0
3nf3,Train,6.2
3nfk,Train,3.8
3nfl,Train,4.38
3ng4,Train,5.43
3nga,Train,8.0
3nhi,Train,8.43
3nht,Train,7.01
3ni5,Train,7.55
3nii,Train,4.23
3nij,Train,4.89
3nik,Train,3.45
3nil,Train,3.46
3nim,Train,4.75
3nin,Train,4.91
3njq,Train,4.89
3nkk,Train,4.7
3nkx,Train,5.12
3nmq,Train,9.7
3nox,Train,8.66
3npc,Train,8.34
3nq3,Train,3.78
3nq9,Test,4.03
3nrz,Train,5.34
3nsn,Train,7.19
3nsq,Train,5.21
3nth,Train,4.32
3nti,Train,5.22
3nu3,Train,9.82
3nu4,Train,8.82
3nu5,Train,8.35
3nu6,Train,9.3
3nu9,Train,9.05
3nuj,Train,9.39
3nuo,Train,9.8
3nw3,Train,6.49
3nw9,Test,9.0
3nx7,Test,8.1
3nxq,Train,8.15
3ny3,Train,4.71
3nyd,Train,3.48
3nyn,Train,6.0
3nyx,Train,7.49
3nzk,Train,9.27
3o0g,Train,6.22
3o1d,Train,5.74
3o1e,Train,5.74
3o2m,Train,4.8
3o3j,Train,6.4
3o4k,Train,7.62
3o4l,Train,5.09
3o56,Train,9.1
3o5n,Train,4.76
3o5x,Train,5.28
3o64,Train,9.4
3o6l,Train,7.51
3o6m,Train,7.48
3o75,Train,6.68
3o84,Train,7.24
3o8p,Train,6.46
3o99,Train,10.82
3o9a,Train,10.7
3o9d,Train,10.72
3o9e,Train,11.3
3o9i,Test,11.82
3o9p,Train,6.52
3oaf,Train,8.8
3oap,Train,6.26
3oaw,Train,8.15
3ob1,Train,5.42
3ob2,Train,4.59
3obq,Train,3.54
3obu,Train,4.3
3obx,Train,3.89
3ocp,Train,7.57
3ocz,Train,7.46
3od0,Train,7.92
3odi,Train,7.82
3odl,Train,7.21
3odu,Train,8.14
3oe0,Train,8.6
3oe4,Test,7.47
3oe5,Test,6.88
3ogx,Train,6.48
3ohi,Train,4.85
3oik,Train,6.17
3oil,Train,5.68
3oim,Train,6.74
3ok9,Train,11.23
3oka,Train,4.72
3okc,Train,4.44
3okp,Train,4.72
3oku,Train,6.36
3okv,Train,6.23
3old,Train,5.9
3ole,Train,7.83
3olg,Train,7.84
3oli,Train,7.38
3omc,Train,5.0
3omg,Train,4.72
3oob,Train,4.67
3oq5,Train,4.55
3orn,Train,9.62
3otf,Train,6.08
3ouj,Train,6.05
3ov1,Train,5.2
3ove,Train,6.57
3ovn,Train,2.55
3owj,Train,6.07
3own,Train,7.47
3oxc,Train,8.41
3oy0,Train,8.0
3oy8,Train,3.66
3oyq,Train,7.99
3oys,Train,8.05
3oyw,Train,4.11
3ozg,Train,9.19
3ozj,Train,5.11
3ozp,Train,6.62
3ozr,Train,5.15
3ozs,Test,5.33
3ozt,Test,4.13
3p17,Train,4.48
3p2e,Train,6.22
3p2h,Train,5.44
3p2k,Train,4.7
3p3g,Train,9.74
3p3r,Train,7.25
3p3s,Train,7.59
3p3t,Train,7.24
3p4f,Train,5.66
3p4v,Train,5.1
3p58,Train,7.6
3p5l,Train,7.39
3p5o,Test,7.26
3p7i,Train,7.7
3p8h,Train,5.3
3p8n,Train,9.28
3p8o,Train,8.72
3p8p,Train,4.55
3p8z,Train,6.09
3p9h,Train,5.06
3p9l,Train,5.3
3p9m,Train,5.0
3p9t,Train,6.2
3pab,Train,4.7
3pb3,Train,6.22
3pb7,Train,5.74
3pb8,Train,5.24
3pb9,Train,6.58
3pbb,Train,7.02
3pcb,Train,2.4
3pcc,Train,3.62
3pce,Train,2.0
3pcf,Train,6.05
3pcg,Train,2.3
3pch,Train,5.4
3pcj,Train,7.22
3pck,Train,6.7
3pcn,Train,3.66
3pcu,Train,5.29
3pd2,Train,5.47
3pd3,Train,4.44
3pd4,Train,4.48
3pd8,Train,6.46
3pd9,Train,6.22
3pdh,Train,6.74
3pe1,Train,9.65
3pe2,Train,9.76
3pfp,Train,6.44
3pgl,Train,5.3
3pgu,Train,6.7
3pjg,Train,3.55
3pjt,Train,4.88
3pju,Train,4.88
3pkn,Train,4.66
3plu,Train,5.77
3pm1,Train,5.93
3pma,Train,5.4
3pn1,Train,6.96
3pn3,Train,6.4
3pn4,Train,6.85
3po1,Train,4.02
3po6,Train,7.06
3poa,Train,7.0
3pp7,Train,3.94
3ppm,Train,9.54
3ppo,Train,5.3
3ppp,Train,5.22
3ppq,Train,4.55
3ppr,Train,2.82
3pqz,Train,4.46
3prs,Test,7.82
3prz,Train,7.59
3ps1,Train,10.17
3ps6,Train,7.74
3psl,Train,6.89
3pty,Train,5.44
3pwd,Train,6.66
3pwk,Train,3.35
3pwm,Train,9.1
3pww,Test,7.32
3pxe,Train,5.7
3pxf,Test,4.43
3pxq,Train,4.43
3pyy,Test,6.86
3q1x,Train,5.33
3q2j,Train,4.18
3q2m,Train,3.8
3q43,Train,7.37
3q44,Train,6.31
3q4j,Train,6.21
3q4k,Train,7.05
3q4l,Train,7.26
3q5u,Train,4.31
3q6k,Train,8.37
3q6s,Train,6.74
3q6w,Train,7.57
3q6z,Train,3.72
3q71,Train,5.22
3q72,Train,5.8
3q7p,Train,5.8
3q7q,Train,5.65
3q8d,Train,7.22
3q8h,Train,4.15
3qaa,Train,11.54
3qak,Train,8.32
3qbc,Train,4.97
3qc9,Train,6.06
3qce,Train,5.6
3qcf,Train,5.6
3qdd,Train,8.77
3qel,Train,6.49
3qem,Train,7.22
3qfd,Train,4.17
3qfy,Train,6.12
3qfz,Train,3.24
3qgw,Train,5.89
3qgy,Test,7.8
3qin,Train,6.87
3qio,Train,6.84
3qip,Train,6.89
3qiy,Train,5.34
3qiz,Train,5.21
3qj0,Train,5.2
3qk0,Train,8.7
3qkd,Train,8.38
3ql9,Train,6.3
3qlc,Train,5.43
3qlm,Train,6.37
3qmk,Train,6.1
3qn7,Train,6.8
3qnd,Train,4.85
3qnj,Train,6.0
3qo2,Train,6.85
3qox,Train,6.57
3qps,Train,5.6
3qqa,Train,5.82
3qqs,Test,5.82
3qs4,Train,4.68
3qs5,Train,4.71
3qs6,Train,4.89
3qs8,Train,4.74
3qt6,Train,5.37
3qt7,Train,7.31
3qto,Train,4.13
3qtv,Train,4.65
3que,Train,8.82
3qvu,Train,3.55
3qvv,Train,4.42
3qw5,Train,6.45
3qwc,Train,4.26
3qx5,Train,4.2
3qx8,Train,2.86
3qx9,Train,4.05
3qxc,Train,5.77
3qxd,Train,6.15
3qxh,Train,5.24
3qxm,Train,7.48
3qxt,Train,5.22
3qxv,Train,8.4
3qyy,Train,5.08
3qzt,Train,4.0
3qzv,Train,4.16
3r0h,Train,5.92
3r0y,Train,4.84
3r16,Train,7.3
3r17,Train,6.41
3r1v,Train,6.92
3r24,Train,5.25
3r42,Train,4.08
3r4m,Train,5.92
3r4n,Train,6.89
3r4o,Train,8.15
3r4p,Train,7.96
3r5m,Train,4.34
3r5n,Train,5.78
3r5t,Train,8.58
3r6c,Train,4.72
3r6u,Train,4.52
3r7o,Train,8.36
3r88,Test,4.82
3r8i,Train,5.35
3r93,Train,6.51
3rbm,Train,6.57
3rbq,Train,6.27
3rbu,Train,9.43
3rdo,Train,9.85
3rdq,Train,9.31
3rdv,Train,4.91
3re4,Train,7.4
3rf4,Train,6.25
3rf5,Train,5.63
3ri1,Train,5.3
3rjw,Train,7.57
3rl7,Train,4.74
3rl8,Train,5.98
3rlb,Train,9.92
3rlp,Train,7.08
3rlq,Train,7.4
3rlr,Test,7.52
3rm4,Train,5.77
3rm9,Train,4.77
3roc,Train,8.19
3rqe,Train,4.77
3rqf,Train,4.41
3rqg,Train,4.64
3rqw,Train,2.7
3rr4,Test,4.55
3rse,Train,7.0
3rsr,Train,4.36
3rsx,Test,4.41
3rt4,Train,8.8
3rt6,Train,7.15
3rt8,Train,6.35
3rtf,Train,7.35
3rth,Train,5.21
3rti,Train,7.37
3rtm,Train,4.42
3rtx,Train,3.86
3ru1,Train,4.85
3rul,Train,6.85
3rum,Train,5.77
3run,Train,5.44
3rux,Train,9.28
3rv4,Train,2.3
3rv6,Train,4.68
3rv7,Train,4.85
3rv8,Train,4.92
3rv9,Train,4.92
3rw9,Train,5.96
3rwp,Train,9.22
3rwq,Train,7.46
3rx5,Train,6.27
3rx7,Train,6.03
3rx8,Train,6.21
3ry8,Train,3.34
3ryj,Test,7.8
3ryv,Train,7.07
3ryw,Train,6.24
3ryx,Train,8.14
3ryy,Train,7.42
3ryz,Train,8.62
3rz0,Train,7.55
3rz1,Train,8.74
3rz5,Train,7.89
3rz7,Train,8.96
3rz8,Train,8.17
3rz9,Train,6.92
3rzi,Train,5.33
3s0b,Train,6.49
3s0d,Train,7.05
3s0e,Train,6.55
3s1g,Train,5.19
3s2v,Train,6.8
3s3v,Train,6.23
3s43,Train,8.6
3s45,Train,8.49
3s53,Train,9.64
3s54,Train,9.64
3s56,Train,9.62
3s5y,Train,7.41
3s6t,Train,7.35
3s71,Train,8.64
3s72,Train,6.4
3s73,Train,8.7
3s74,Train,8.4
3s75,Train,6.82
3s76,Train,5.05
3s77,Train,7.21
3s78,Train,6.47
3s7b,Train,6.3
3s7f,Train,5.43
3s8l,Train,5.64
3s8n,Train,6.21
3s8o,Train,6.85
3s8x,Train,7.3
3s9e,Train,5.13
3s9t,Train,6.82
3s9y,Train,6.44
3sap,Train,7.59
3sax,Train,6.57
3sbh,Train,7.28
3sbi,Train,7.92
3sfg,Train,6.06
3sh1,Train,7.39
3sha,Train,5.59
3shb,Train,6.03
3shc,Train,5.72
3shj,Train,7.47
3shv,Train,6.66
3si3,Train,4.16
3si4,Train,3.88
3sio,Train,8.0
3sjf,Train,7.64
3sk2,Train,3.61
3slz,Train,6.99
3sm0,Train,6.13
3sm1,Train,5.84
3sm2,Train,9.7
3smq,Train,5.02
3so6,Train,5.39
3sou,Train,5.68
3sow,Train,5.14
3spf,Train,3.86
3sr4,Train,6.54
3st5,Train,11.3
3st6,Train,3.62
3std,Train,11.11
3stj,Train,4.8
3str,Train,8.4
3su0,Train,6.79
3su1,Train,6.68
3su2,Train,7.35
3su3,Train,9.13
3su4,Train,6.26
3su5,Train,5.58
3su6,Train,6.02
3sud,Train,9.85
3sue,Train,9.08
3suf,Train,7.56
3sug,Train,6.21
3sur,Train,4.15
3sus,Train,4.15
3sut,Train,7.85
3suu,Train,8.52
3suv,Train,4.55
3suw,Train,4.7
3sv2,Train,4.19
3svj,Train,6.93
3sw2,Train,8.33
3sw8,Train,4.5
3sww,Train,8.4
3sx4,Train,8.52
3sx9,Train,8.89
3sxf,Train,8.6
3sxu,Train,5.05
3sym,Train,4.57
3syr,Test,5.1
3szm,Train,6.4
3t01,Train,4.48
3t03,Train,6.8
3t08,Train,3.04
3t09,Train,3.8
3t0b,Train,4.3
3t0d,Train,2.37
3t0w,Train,7.3
3t0x,Train,8.0
3t19,Train,8.66
3t1a,Train,8.37
3t1l,Train,3.26
3t1m,Train,3.04
3t1n,Train,6.1
3t2p,Train,3.6
3t2q,Train,3.66
3t2v,Train,6.99
3t2w,Train,7.46
3t3c,Train,10.23
3t3d,Train,4.91
3t3e,Train,5.99
3t3g,Train,5.49
3t3h,Train,5.71
3t3i,Train,4.77
3t3u,Train,8.6
3t3v,Train,8.52
3t4n,Train,4.14
3t4p,Train,5.19
3t5i,Train,6.82
3t5u,Train,7.59
3t60,Train,6.7
3t64,Train,6.7
3t6b,Train,6.36
3t6j,Train,6.36
3t6r,Train,5.66
3t6y,Train,5.52
3t70,Train,6.3
3t7g,Train,5.2
3t82,Train,7.0
3t83,Train,6.98
3t84,Train,6.97
3t85,Train,7.95
3t8v,Train,6.59
3t8w,Train,7.54
3ta0,Train,3.47
3ta1,Train,3.25
3tam,Train,8.43
3tao,Train,5.14
3tay,Train,3.38
3tb6,Train,5.08
3tc5,Train,5.17
3tcg,Train,5.87
3tcp,Train,8.37
3tct,Train,8.52
3tcy,Train,4.62
3td4,Train,5.66
3tdh,Train,4.26
3tdj,Train,5.25
3tdu,Train,5.67
3te5,Train,4.91
3tf6,Train,6.4
3tfk,Train,5.01
3tfn,Train,6.57
3tfp,Train,6.47
3tfu,Train,3.28
3tfv,Train,7.1
3tg5,Train,4.7
3tgs,Train,5.39
3th0,Train,4.12
3th9,Train,7.7
3tif,Train,5.38
3tiw,Train,7.67
3tjh,Train,5.41
3tk2,Train,4.62
3tkw,Train,5.27
3tkz,Train,5.92
3tl0,Train,6.59
3tlh,Train,8.82
3tll,Train,4.39
3tmk,Train,6.87
3tne,Train,5.72
3tpx,Train,9.35
3ts4,Train,8.72
3tsd,Train,3.66
3tsk,Test,7.17
3tsz,Train,4.46
3tt4,Train,8.28
3ttm,Train,8.52
3ttn,Train,7.84
3ttp,Train,9.12
3tu1,Train,6.6
3tu7,Train,8.09
3tv5,Train,5.32
3tvc,Train,7.74
3tvw,Train,4.43
3tvx,Train,4.14
3twp,Test,3.92
3twr,Train,5.19
3tws,Train,5.52
3twu,Train,5.62
3twv,Train,4.76
3tww,Train,5.38
3twx,Train,5.26
3tz0,Train,5.04
3tz2,Train,5.24
3tz4,Train,5.49
3tza,Train,5.5
3tzd,Train,4.28
3tzm,Train,7.77
3u0d,Train,10.0
3u0p,Train,5.68
3u0t,Train,9.52
3u10,Train,5.44
3u15,Train,7.11
3u2q,Train,8.22
3u3u,Train,6.88
3u3z,Train,5.36
3u51,Train,5.51
3u5j,Test,5.61
3u5l,Train,6.19
3u6h,Train,9.0
3u6i,Train,9.0
3u6w,Train,6.92
3u78,Train,5.6
3u7k,Train,7.07
3u7l,Train,7.28
3u7m,Train,7.45
3u7n,Train,7.95
3u7s,Train,8.43
3u81,Train,4.44
3u8j,Train,8.51
3u8k,Test,8.66
3u8l,Train,8.05
3u8m,Train,8.89
3u8n,Test,10.17
3u90,Train,4.62
3u92,Train,7.48
3u93,Train,6.31
3u9q,Test,4.38
3ual,Train,5.81
3uat,Train,6.66
3ubd,Train,5.54
3ucj,Train,6.0
3ud7,Train,4.74
3ud8,Train,5.38
3ud9,Train,4.67
3uda,Train,5.01
3udd,Train,7.1
3udh,Test,2.85
3udv,Train,5.59
3uec,Train,4.21
3ued,Train,4.53
3uef,Train,4.68
3ueo,Train,4.03
3ueu,Test,5.24
3uev,Test,5.89
3uew,Test,6.31
3uex,Test,6.92
3uf9,Train,2.11
3ug2,Train,8.25
3ui7,Test,9.0
3uib,Train,6.8
3uig,Train,5.32
3uih,Train,3.92
3uii,Train,5.0
3uij,Train,4.7
3uik,Train,4.97
3uil,Train,6.0
3uj9,Train,4.63
3ujb,Train,5.1
3ujc,Train,4.59
3ujd,Train,4.69
3umo,Train,3.89
3ump,Train,2.99
3umq,Train,4.62
3unn,Train,4.4
3unz,Train,7.8
3uo4,Test,6.52
3uo5,Train,7.41
3uo6,Train,7.82
3uod,Train,7.31
3uoh,Train,7.89
3uoj,Train,7.29
3up2,Test,7.4
3upk,Train,4.3
3upv,Train,5.3
3upx,Train,8.12
3uri,Test,9.0
3usx,Train,5.02
3ut5,Train,5.74
3utu,Test,10.92
3uu1,Train,5.2
3uug,Train,4.51
3uuo,Test,7.96
3uvk,Train,6.8
3uvl,Train,5.69
3uvm,Train,7.52
3uvn,Train,6.59
3uvo,Train,7.0
3uvq,Train,7.77
3uvu,Train,7.38
3uvw,Train,5.17
3uvx,Train,4.34
3uw4,Train,7.77
3uw5,Train,7.85
3uw9,Train,4.56
3uwl,Train,3.68
3ux0,Train,6.26
3uxd,Train,4.41
3uxg,Train,3.96
3uxk,Train,4.93
3uxl,Train,5.57
3uyr,Train,6.9
3uz5,Train,7.22
3uzd,Train,5.05
3uzj,Train,5.55
3v0l,Train,5.52
3v0p,Train,6.28
3v2n,Train,6.1
3v2o,Train,5.31
3v2p,Train,6.36
3v2q,Train,6.29
3v2x,Train,5.35
3v30,Train,3.74
3v31,Train,5.8
3v3b,Train,7.26
3v3l,Train,6.43
3v3q,Train,6.6
3v43,Train,4.63
3v4t,Train,4.11
3v51,Train,8.55
3v5g,Train,7.13
3v5p,Train,8.96
3v5t,Train,8.22
3v78,Train,5.54
3v7c,Train,5.74
3v7d,Train,6.39
3v7t,Train,7.21
3v7x,Train,8.57
3va4,Train,4.4
3vbd,Train,8.07
3vd4,Train,4.82
3vd7,Train,4.48
3vd9,Train,4.0
3vdb,Train,2.52
3vdc,Train,4.92
